model,label,condition,response,correct
claude-sonnet-4-5,pepper,degraded_90,backpack,False
claude-sonnet-4-5,piano,mooney,grand piano,True
claude-sonnet-4-5,piano,mooney_inv,grand piano,True
claude-sonnet-4-5,piano,degraded_25,grand piano,True
claude-sonnet-4-5,piano,degraded_50,grand piano,True
claude-sonnet-4-5,piano,degraded_75,grand piano,True
claude-sonnet-4-5,piano,degraded_90,grand piano,True
claude-sonnet-4-5,pig,mooney,rabbit,False
claude-sonnet-4-5,pig,mooney_inv,rhinoceros,False
claude-sonnet-4-5,pig,degraded_25,pig,True
claude-sonnet-4-5,pig,degraded_50,pig,True
claude-sonnet-4-5,pig,degraded_75,pig,True
claude-sonnet-4-5,pig,degraded_90,hippopotamus,False
claude-sonnet-4-5,pineapple,mooney,pineapple,True
claude-sonnet-4-5,pineapple,mooney_inv,pineapple,True
claude-sonnet-4-5,pineapple,degraded_25,pineapple,True
claude-sonnet-4-5,pineapple,degraded_50,pineapple,True
claude-sonnet-4-5,pineapple,degraded_75,pineapple,True
claude-sonnet-4-5,pineapple,degraded_90,pineapple,True
claude-sonnet-4-5,pipe,mooney,corn cob pipe,True
claude-sonnet-4-5,pipe,mooney_inv,smoking pipe,True
claude-sonnet-4-5,pipe,degraded_25,tobacco pipe,True
claude-sonnet-4-5,pipe,degraded_50,pipe,True
claude-sonnet-4-5,pipe,degraded_75,guitar,False
claude-sonnet-4-5,pipe,degraded_90,guitar,False
claude-sonnet-4-5,pitcher,mooney,pitcher,True
claude-sonnet-4-5,pitcher,mooney_inv,pitcher,True
claude-sonnet-4-5,pitcher,degraded_25,pitcher,True
claude-sonnet-4-5,pitcher,degraded_50,pitcher,True
claude-sonnet-4-5,pitcher,degraded_75,pitcher,True
claude-sonnet-4-5,pitcher,degraded_90,pitcher,True
claude-sonnet-4-5,pliers,mooney,pliers,True
claude-sonnet-4-5,pliers,mooney_inv,pliers,True
claude-sonnet-4-5,pliers,degraded_25,pliers,True
claude-sonnet-4-5,pliers,degraded_50,pliers,True
claude-sonnet-4-5,pliers,degraded_75,scissors,False
claude-sonnet-4-5,pliers,degraded_90,safety pin,False
claude-sonnet-4-5,plug,mooney,electrical plug,True
claude-sonnet-4-5,plug,mooney_inv,electrical plug,True
claude-sonnet-4-5,plug,degraded_25,electrical plug,True
claude-sonnet-4-5,plug,degraded_50,power plug,True
claude-sonnet-4-5,plug,degraded_75,hand pointing,False
claude-sonnet-4-5,plug,degraded_90,stapler,False
claude-sonnet-4-5,pocketbook,mooney,saddle,False
claude-sonnet-4-5,pocketbook,mooney_inv,teapot,False
claude-sonnet-4-5,pocketbook,degraded_25,messenger bag,False
claude-sonnet-4-5,pocketbook,degraded_50,handbag,True
claude-sonnet-4-5,pocketbook,degraded_75,messenger bag,False
claude-sonnet-4-5,pocketbook,degraded_90,diaper,False
claude-sonnet-4-5,pot,mooney,saucepan,True
claude-sonnet-4-5,pot,mooney_inv,saucepan,True
claude-sonnet-4-5,pot,degraded_25,saucepan,True
claude-sonnet-4-5,pot,degraded_50,saucepan,True
claude-sonnet-4-5,pot,degraded_75,coffee cup,False
claude-sonnet-4-5,pot,degraded_90,cup with handle,False
claude-sonnet-4-5,potato,mooney,potato,True
claude-sonnet-4-5,potato,mooney_inv,potato,True
claude-sonnet-4-5,potato,degraded_25,potato,True
claude-sonnet-4-5,potato,degraded_50,potato,True
claude-sonnet-4-5,potato,degraded_75,chain necklace,False
claude-sonnet-4-5,potato,degraded_90,paper clip,False
claude-sonnet-4-5,pumpkin,mooney,pumpkin,True
claude-sonnet-4-5,pumpkin,mooney_inv,pumpkin,True
claude-sonnet-4-5,pumpkin,degraded_25,pumpkin,True
claude-sonnet-4-5,pumpkin,degraded_50,pumpkin,True
claude-sonnet-4-5,pumpkin,degraded_75,pumpkin,True
claude-sonnet-4-5,pumpkin,degraded_90,pumpkin,True
claude-sonnet-4-5,rabbit,mooney,rabbit,True
claude-sonnet-4-5,rabbit,mooney_inv,rabbit,True
claude-sonnet-4-5,rabbit,degraded_25,rabbit,True
claude-sonnet-4-5,rabbit,degraded_50,rabbit,True
claude-sonnet-4-5,rabbit,degraded_75,rabbit,True
claude-sonnet-4-5,rabbit,degraded_90,rabbit,True
claude-sonnet-4-5,raccoon,mooney,raccoon,True
claude-sonnet-4-5,raccoon,mooney_inv,raccoon,True
claude-sonnet-4-5,raccoon,degraded_25,raccoon,True
claude-sonnet-4-5,raccoon,degraded_50,raccoon,True
claude-sonnet-4-5,raccoon,degraded_75,triceratops,False
claude-sonnet-4-5,raccoon,degraded_90,triceratops,False
claude-sonnet-4-5,record_player,mooney,record player,True
claude-sonnet-4-5,record_player,mooney_inv,record player,True
claude-sonnet-4-5,record_player,degraded_25,record player,True
claude-sonnet-4-5,record_player,degraded_50,record player,True
claude-sonnet-4-5,record_player,degraded_75,record player,True
claude-sonnet-4-5,record_player,degraded_90,pizza box,False
claude-sonnet-4-5,refrigerator,mooney,refrigerator,True
claude-sonnet-4-5,refrigerator,mooney_inv,smartphone,False
claude-sonnet-4-5,refrigerator,degraded_25,refrigerator,True
claude-sonnet-4-5,refrigerator,degraded_50,refrigerator,True
claude-sonnet-4-5,refrigerator,degraded_75,cutting board,False
claude-sonnet-4-5,refrigerator,degraded_90,clipboard,False
claude-sonnet-4-5,rhinoceros,mooney,rhinoceros,True
claude-sonnet-4-5,rhinoceros,mooney_inv,rhinoceros,True
claude-sonnet-4-5,rhinoceros,degraded_25,rhinoceros,True
claude-sonnet-4-5,rhinoceros,degraded_50,rhinoceros,True
claude-sonnet-4-5,rhinoceros,degraded_75,rhinoceros,True
claude-sonnet-4-5,rhinoceros,degraded_90,triceratops,False
claude-sonnet-4-5,ring,mooney,ring,True
claude-sonnet-4-5,ring,mooney_inv,ring,True
claude-sonnet-4-5,ring,degraded_25,ring,True
claude-sonnet-4-5,ring,degraded_50,ring,True
claude-sonnet-4-5,ring,degraded_75,keychain ring,True
claude-sonnet-4-5,ring,degraded_90,ornament,False
claude-sonnet-4-5,rocking_chair,mooney,rocking chair,True
claude-sonnet-4-5,rocking_chair,mooney_inv,rocking chair,True
claude-sonnet-4-5,rocking_chair,degraded_25,rocking chair,True
claude-sonnet-4-5,rocking_chair,degraded_50,rocking chair,True
claude-sonnet-4-5,rocking_chair,degraded_75,rocking chair,True
claude-sonnet-4-5,rocking_chair,degraded_90,rocking chair,True
claude-sonnet-4-5,roller_skate,mooney,tricycle,False
claude-sonnet-4-5,roller_skate,mooney_inv,motorcycle,False
claude-sonnet-4-5,roller_skate,degraded_25,roller skates,True
claude-sonnet-4-5,roller_skate,degraded_50,dump truck,False
claude-sonnet-4-5,roller_skate,degraded_75,motorcycle,False
claude-sonnet-4-5,roller_skate,degraded_90,motorcycle,False
claude-sonnet-4-5,rolling_pin,mooney,corkscrew,False
claude-sonnet-4-5,rolling_pin,mooney_inv,screwdriver,False
claude-sonnet-4-5,rolling_pin,degraded_25,rolling pin,True
claude-sonnet-4-5,rolling_pin,degraded_50,glue stick,False
claude-sonnet-4-5,rolling_pin,degraded_75,pen,False
claude-sonnet-4-5,rolling_pin,degraded_90,sword,False
claude-sonnet-4-5,rooster,mooney,rooster,True
claude-sonnet-4-5,rooster,mooney_inv,rooster,True
claude-sonnet-4-5,rooster,degraded_25,rooster,True
claude-sonnet-4-5,rooster,degraded_50,rooster,True
claude-sonnet-4-5,rooster,degraded_75,rooster,True
claude-sonnet-4-5,rooster,degraded_90,chicken,False
claude-sonnet-4-5,ruler,mooney,ruler,True
claude-sonnet-4-5,ruler,mooney_inv,ruler,True
claude-sonnet-4-5,ruler,degraded_25,ruler,True
claude-sonnet-4-5,ruler,degraded_50,ruler,True
claude-sonnet-4-5,ruler,degraded_75,ruler,True
claude-sonnet-4-5,ruler,degraded_90,ruler,True
claude-sonnet-4-5,sailboat,mooney,sailboat,True
claude-sonnet-4-5,sailboat,mooney_inv,sailboat,True
claude-sonnet-4-5,sailboat,degraded_25,sailboat,True
claude-sonnet-4-5,sailboat,degraded_50,sailboat,True
claude-sonnet-4-5,sailboat,degraded_75,sailboat,True
claude-sonnet-4-5,sailboat,degraded_90,sailboat,True
claude-sonnet-4-5,salt_shaker,mooney,salt shaker,True
claude-sonnet-4-5,salt_shaker,mooney_inv,salt shaker,True
claude-sonnet-4-5,salt_shaker,degraded_25,salt shaker,True
claude-sonnet-4-5,salt_shaker,degraded_50,salt shaker,True
claude-sonnet-4-5,salt_shaker,degraded_75,salt shaker,True
claude-sonnet-4-5,salt_shaker,degraded_90,salt shaker,True
claude-sonnet-4-5,sandwich,mooney,sandwich,True
claude-sonnet-4-5,sandwich,mooney_inv,s'more,False
claude-sonnet-4-5,sandwich,degraded_25,blanket,False
claude-sonnet-4-5,sandwich,degraded_50,folded blanket,False
claude-sonnet-4-5,sandwich,degraded_75,blanket,False
claude-sonnet-4-5,sandwich,degraded_90,blanket,False
claude-sonnet-4-5,saw,mooney,hand saw,True
claude-sonnet-4-5,saw,mooney_inv,hand saw,True
claude-sonnet-4-5,saw,degraded_25,handsaw,True
claude-sonnet-4-5,saw,degraded_50,hand saw,True
claude-sonnet-4-5,saw,degraded_75,nail clippers,False
claude-sonnet-4-5,saw,degraded_90,toothbrush,False
claude-sonnet-4-5,scissors,mooney,scissors,True
claude-sonnet-4-5,scissors,mooney_inv,scissors,True
claude-sonnet-4-5,scissors,degraded_25,scissors,True
claude-sonnet-4-5,scissors,degraded_50,scissors,True
claude-sonnet-4-5,scissors,degraded_75,scissors,True
claude-sonnet-4-5,scissors,degraded_90,scissors,True
claude-sonnet-4-5,screw,mooney,screw,True
claude-sonnet-4-5,screw,mooney_inv,syringe,False
claude-sonnet-4-5,screw,degraded_25,wood screw,True
claude-sonnet-4-5,screw,degraded_50,wood screw,True
claude-sonnet-4-5,screw,degraded_75,screw,True
claude-sonnet-4-5,screw,degraded_90,wrench,False
claude-sonnet-4-5,screwdriver,mooney,screwdriver,True
claude-sonnet-4-5,screwdriver,mooney_inv,screwdriver,True
claude-sonnet-4-5,screwdriver,degraded_25,screwdriver,True
claude-sonnet-4-5,screwdriver,degraded_50,chainsaw,False
claude-sonnet-4-5,screwdriver,degraded_75,ruler,False
claude-sonnet-4-5,screwdriver,degraded_90,toothbrush,False
claude-sonnet-4-5,sea_horse,mooney,seahorse,True
claude-sonnet-4-5,sea_horse,mooney_inv,seahorse,True
claude-sonnet-4-5,sea_horse,degraded_25,seahorse,True
claude-sonnet-4-5,sea_horse,degraded_50,seahorse,True
claude-sonnet-4-5,sea_horse,degraded_75,seahorse,True
claude-sonnet-4-5,sea_horse,degraded_90,seahorse,True
claude-sonnet-4-5,seal,mooney,frog,False
claude-sonnet-4-5,seal,mooney_inv,frog,False
claude-sonnet-4-5,seal,degraded_25,seal,True
claude-sonnet-4-5,seal,degraded_50,bird,False
claude-sonnet-4-5,seal,degraded_75,bird,False
claude-sonnet-4-5,seal,degraded_90,bird,False
claude-sonnet-4-5,sheep,mooney,sheep,True
claude-sonnet-4-5,sheep,mooney_inv,cow,False
claude-sonnet-4-5,sheep,degraded_25,sheep,True
claude-sonnet-4-5,sheep,degraded_50,cow,False
claude-sonnet-4-5,sheep,degraded_75,cow,False
claude-sonnet-4-5,sheep,degraded_90,sheep,True
claude-sonnet-4-5,shirt,mooney,shirt,True
claude-sonnet-4-5,shirt,mooney_inv,shirt,True
claude-sonnet-4-5,shirt,degraded_25,shirt,True
claude-sonnet-4-5,shirt,degraded_50,shirt,True
claude-sonnet-4-5,shirt,degraded_75,shirt,True
claude-sonnet-4-5,shirt,degraded_90,dress shirt,True
claude-sonnet-4-5,shoe,mooney,shoe,True
claude-sonnet-4-5,shoe,mooney_inv,dress shoe,True
claude-sonnet-4-5,shoe,degraded_25,dress shoe,True
claude-sonnet-4-5,shoe,degraded_50,dress shoe,True
claude-sonnet-4-5,shoe,degraded_75,shoe,True
claude-sonnet-4-5,shoe,degraded_90,sneaker,False
claude-sonnet-4-5,skirt,mooney,skirt,True
claude-sonnet-4-5,skirt,mooney_inv,skirt,True
claude-sonnet-4-5,skirt,degraded_25,skirt,True
claude-sonnet-4-5,skirt,degraded_50,skirt,True
claude-sonnet-4-5,skirt,degraded_75,skirt,True
claude-sonnet-4-5,skirt,degraded_90,dress,False
claude-sonnet-4-5,skunk,mooney,skunk,True
claude-sonnet-4-5,skunk,mooney_inv,sled dog,False
claude-sonnet-4-5,skunk,degraded_25,skunk,True
claude-sonnet-4-5,skunk,degraded_50,deer,False
claude-sonnet-4-5,skunk,degraded_75,lobster,False
claude-sonnet-4-5,skunk,degraded_90,bird,False
claude-sonnet-4-5,sled,mooney,sled,True
claude-sonnet-4-5,sled,mooney_inv,sled,True
claude-sonnet-4-5,sled,degraded_25,sled,True
claude-sonnet-4-5,sled,degraded_50,ice cube tray,False
claude-sonnet-4-5,sled,degraded_75,ice cube tray,False
claude-sonnet-4-5,sled,degraded_90,keyboard,False
claude-sonnet-4-5,snail,mooney,snail,True
claude-sonnet-4-5,snail,mooney_inv,snail,True
claude-sonnet-4-5,snail,degraded_25,snail,True
claude-sonnet-4-5,snail,degraded_50,snail,True
claude-sonnet-4-5,snail,degraded_75,snail,True
claude-sonnet-4-5,snail,degraded_90,snail,True
claude-sonnet-4-5,snake,mooney,snake,True
claude-sonnet-4-5,snake,mooney_inv,snake,True
claude-sonnet-4-5,snake,degraded_25,snake,True
claude-sonnet-4-5,snake,degraded_50,snake,True
claude-sonnet-4-5,snake,degraded_75,snake,True
claude-sonnet-4-5,snake,degraded_90,headphones,False
claude-sonnet-4-5,snowman,mooney,snowman,True
claude-sonnet-4-5,snowman,mooney_inv,snowman,True
claude-sonnet-4-5,snowman,degraded_25,snowman,True
claude-sonnet-4-5,snowman,degraded_50,snowman,True
claude-sonnet-4-5,snowman,degraded_75,hamster,False
claude-sonnet-4-5,snowman,degraded_90,snowman,True
claude-sonnet-4-5,sock,mooney,sock,True
claude-sonnet-4-5,sock,mooney_inv,sock,True
claude-sonnet-4-5,sock,degraded_25,sock,True
claude-sonnet-4-5,sock,degraded_50,sock,True
claude-sonnet-4-5,sock,degraded_75,sock,True
claude-sonnet-4-5,sock,degraded_90,sock,True
claude-sonnet-4-5,spider,mooney,ant,False
claude-sonnet-4-5,spider,mooney_inv,ant,False
claude-sonnet-4-5,spider,degraded_25,spider,True
claude-sonnet-4-5,spider,degraded_50,spider,True
claude-sonnet-4-5,spider,degraded_75,spider,True
claude-sonnet-4-5,spider,degraded_90,spider,True
claude-sonnet-4-5,spinning_wheel,mooney,spinning wheel,True
claude-sonnet-4-5,spinning_wheel,mooney_inv,spinning wheel,True
claude-sonnet-4-5,spinning_wheel,degraded_25,spinning wheel,True
claude-sonnet-4-5,spinning_wheel,degraded_50,spinning wheel,True
claude-sonnet-4-5,spinning_wheel,degraded_75,cement mixer,False
claude-sonnet-4-5,spinning_wheel,degraded_90,snail,False
claude-sonnet-4-5,spool_of_thread,mooney,spool of thread,True
claude-sonnet-4-5,spool_of_thread,mooney_inv,tin can,False
claude-sonnet-4-5,spool_of_thread,degraded_25,spool of thread,True
claude-sonnet-4-5,spool_of_thread,degraded_50,thread spool,True
claude-sonnet-4-5,spool_of_thread,degraded_75,top hat,False
claude-sonnet-4-5,spool_of_thread,degraded_90,candle holder,False
claude-sonnet-4-5,spoon,mooney,spoon,True
claude-sonnet-4-5,spoon,mooney_inv,spoon,True
claude-sonnet-4-5,spoon,degraded_25,spoon,True
claude-sonnet-4-5,spoon,degraded_50,spoon,True
claude-sonnet-4-5,spoon,degraded_75,wrench,False
claude-sonnet-4-5,spoon,degraded_90,spoon,True
claude-sonnet-4-5,squirrel,mooney,squirrel,True
claude-sonnet-4-5,squirrel,mooney_inv,squirrel,True
claude-sonnet-4-5,squirrel,degraded_25,squirrel,True
claude-sonnet-4-5,squirrel,degraded_50,squirrel,True
claude-sonnet-4-5,squirrel,degraded_75,squirrel,True
claude-sonnet-4-5,squirrel,degraded_90,squirrel,True
claude-sonnet-4-5,star,mooney,star,True
claude-sonnet-4-5,star,mooney_inv,star,True
claude-sonnet-4-5,star,degraded_25,star,True
claude-sonnet-4-5,star,degraded_50,star,True
claude-sonnet-4-5,star,degraded_75,star,True
claude-sonnet-4-5,star,degraded_90,star,True
claude-sonnet-4-5,stool,mooney,stool,True
claude-sonnet-4-5,stool,mooney_inv,stool,True
claude-sonnet-4-5,stool,degraded_25,stool,True
claude-sonnet-4-5,stool,degraded_50,stool,True
claude-sonnet-4-5,stool,degraded_75,stool,True
claude-sonnet-4-5,stool,degraded_90,stool,True
claude-sonnet-4-5,stove,mooney,stove,True
claude-sonnet-4-5,stove,mooney_inv,stove,True
claude-sonnet-4-5,stove,degraded_25,stove,True
claude-sonnet-4-5,stove,degraded_50,stove,True
claude-sonnet-4-5,stove,degraded_75,stove,True
claude-sonnet-4-5,stove,degraded_90,twitter logo,False
claude-sonnet-4-5,strawberry,mooney,strawberry,True
claude-sonnet-4-5,strawberry,mooney_inv,strawberry,True
claude-sonnet-4-5,strawberry,degraded_25,strawberry,True
claude-sonnet-4-5,strawberry,degraded_50,strawberry,True
claude-sonnet-4-5,strawberry,degraded_75,strawberry,True
claude-sonnet-4-5,strawberry,degraded_90,strawberry,True
claude-sonnet-4-5,suitcase,mooney,suitcase,True
claude-sonnet-4-5,suitcase,mooney_inv,suitcase,True
claude-sonnet-4-5,suitcase,degraded_25,suitcase,True
claude-sonnet-4-5,suitcase,degraded_50,suitcase,True
claude-sonnet-4-5,suitcase,degraded_75,briefcase,False
claude-sonnet-4-5,suitcase,degraded_90,suitcase,True
claude-sonnet-4-5,sun,mooney,sun,True
claude-sonnet-4-5,sun,mooney_inv,sun,True
claude-sonnet-4-5,sun,degraded_25,sun,True
claude-sonnet-4-5,sun,degraded_50,sun,True
claude-sonnet-4-5,sun,degraded_75,sun,True
claude-sonnet-4-5,sun,degraded_90,sun,True
claude-sonnet-4-5,swan,mooney,swan,True
claude-sonnet-4-5,swan,mooney_inv,swan,True
claude-sonnet-4-5,swan,degraded_25,swan,True
claude-sonnet-4-5,swan,degraded_50,swan,True
claude-sonnet-4-5,swan,degraded_75,swan,True
claude-sonnet-4-5,swan,degraded_90,swan,True
claude-sonnet-4-5,sweater,mooney,sweatshirt,False
claude-sonnet-4-5,sweater,mooney_inv,sweatshirt,False
claude-sonnet-4-5,sweater,degraded_25,sweatshirt,False
claude-sonnet-4-5,sweater,degraded_50,sweatshirt,False
claude-sonnet-4-5,sweater,degraded_75,sweater,True
claude-sonnet-4-5,sweater,degraded_90,sweater,True
claude-sonnet-4-5,swing,mooney,pull-up bar rack,False
claude-sonnet-4-5,swing,mooney_inv,clothing rack,False
claude-sonnet-4-5,swing,degraded_25,clothing rack,False
claude-sonnet-4-5,swing,degraded_50,clothing rack,False
claude-sonnet-4-5,swing,degraded_75,clothing rack,False
claude-sonnet-4-5,swing,degraded_90,column,False
claude-sonnet-4-5,table,mooney,table,True
claude-sonnet-4-5,table,mooney_inv,table,True
claude-sonnet-4-5,table,degraded_25,table,True
claude-sonnet-4-5,table,degraded_50,table,True
claude-sonnet-4-5,table,degraded_75,table,True
claude-sonnet-4-5,table,degraded_90,table,True
claude-sonnet-4-5,telephone,mooney,rotary telephone,True
claude-sonnet-4-5,telephone,mooney_inv,rotary telephone,True
claude-sonnet-4-5,telephone,degraded_25,rotary telephone,True
claude-sonnet-4-5,telephone,degraded_50,rotary telephone,True
claude-sonnet-4-5,telephone,degraded_75,rotary telephone,True
claude-sonnet-4-5,telephone,degraded_90,rotary telephone,True
claude-sonnet-4-5,television,mooney,television,True
claude-sonnet-4-5,television,mooney_inv,television,True
claude-sonnet-4-5,television,degraded_25,television,True
claude-sonnet-4-5,television,degraded_50,television set,True
claude-sonnet-4-5,television,degraded_75,microwave oven,False
claude-sonnet-4-5,television,degraded_90,mug,False
claude-sonnet-4-5,tennis_racket,mooney,spoon,False
claude-sonnet-4-5,tennis_racket,mooney_inv,spoon,False
claude-sonnet-4-5,tennis_racket,degraded_25,tennis racket,True
claude-sonnet-4-5,tennis_racket,degraded_50,tennis racket,True
claude-sonnet-4-5,tennis_racket,degraded_75,tennis racket,True
claude-sonnet-4-5,tennis_racket,degraded_90,tennis racket,True
claude-sonnet-4-5,thimble,mooney,thimble,True
claude-sonnet-4-5,thimble,mooney_inv,thimble,True
claude-sonnet-4-5,thimble,degraded_25,thimble,True
claude-sonnet-4-5,thimble,degraded_50,beanie,False
claude-sonnet-4-5,thimble,degraded_75,ring,False
claude-sonnet-4-5,thimble,degraded_90,spool of thread,False
claude-sonnet-4-5,thumb,mooney,finger,False
claude-sonnet-4-5,thumb,mooney_inv,woman's silhouette,False
claude-sonnet-4-5,thumb,degraded_25,ferret,False
claude-sonnet-4-5,thumb,degraded_50,ferret,False
claude-sonnet-4-5,thumb,degraded_75,hand,False
claude-sonnet-4-5,thumb,degraded_90,dog,False
claude-sonnet-4-5,tie,mooney,necktie,True
claude-sonnet-4-5,tie,mooney_inv,necktie,True
claude-sonnet-4-5,tie,degraded_25,necktie,True
claude-sonnet-4-5,tie,degraded_50,necktie,True
claude-sonnet-4-5,tie,degraded_75,necktie,True
claude-sonnet-4-5,tie,degraded_90,necktie,True
claude-sonnet-4-5,tiger,mooney,wolf,False
claude-sonnet-4-5,tiger,mooney_inv,wolf,False
claude-sonnet-4-5,tiger,degraded_25,tiger,True
claude-sonnet-4-5,tiger,degraded_50,tiger,True
claude-sonnet-4-5,tiger,degraded_75,tiger,True
claude-sonnet-4-5,tiger,degraded_90,bear,False
claude-sonnet-4-5,toaster,mooney,toaster,True
claude-sonnet-4-5,toaster,mooney_inv,toaster,True
claude-sonnet-4-5,toaster,degraded_25,toaster,True
claude-sonnet-4-5,toaster,degraded_50,toaster,True
claude-sonnet-4-5,toaster,degraded_75,butter,False
claude-sonnet-4-5,toaster,degraded_90,butter,False
claude-sonnet-4-5,toe,mooney,kite,False
claude-sonnet-4-5,toe,mooney_inv,fitness tracker,False
claude-sonnet-4-5,toe,degraded_25,hand,False
claude-sonnet-4-5,toe,degraded_50,necklace,False
claude-sonnet-4-5,toe,degraded_75,corkscrew,False
claude-sonnet-4-5,toe,degraded_90,wrench,False
claude-sonnet-4-5,tomato,mooney,tomato,True
claude-sonnet-4-5,tomato,mooney_inv,tomato,True
claude-sonnet-4-5,tomato,degraded_25,tomato,True
claude-sonnet-4-5,tomato,degraded_50,tomato,True
claude-sonnet-4-5,tomato,degraded_75,tomato,True
claude-sonnet-4-5,tomato,degraded_90,tomato,True
claude-sonnet-4-5,toothbrush,mooney,toothbrush,True
claude-sonnet-4-5,toothbrush,mooney_inv,toothbrush,True
claude-sonnet-4-5,toothbrush,degraded_25,toothbrush,True
claude-sonnet-4-5,toothbrush,degraded_50,chainsaw,False
claude-sonnet-4-5,toothbrush,degraded_75,toothbrush,True
claude-sonnet-4-5,toothbrush,degraded_90,stick or twig,False
claude-sonnet-4-5,top,mooney,spinning top,True
claude-sonnet-4-5,top,mooney_inv,spinning top,True
claude-sonnet-4-5,top,degraded_25,spinning top,True
claude-sonnet-4-5,top,degraded_50,spinning top,True
claude-sonnet-4-5,top,degraded_75,unicorn,False
claude-sonnet-4-5,top,degraded_90,fish,False
claude-sonnet-4-5,traffic_light,mooney,traffic light,True
claude-sonnet-4-5,traffic_light,mooney_inv,traffic light,True
claude-sonnet-4-5,traffic_light,degraded_25,traffic light,True
claude-sonnet-4-5,traffic_light,degraded_50,traffic light,True
claude-sonnet-4-5,traffic_light,degraded_75,traffic light,True
claude-sonnet-4-5,traffic_light,degraded_90,traffic light,True
claude-sonnet-4-5,train,mooney,tank,False
claude-sonnet-4-5,train,mooney_inv,train,True
claude-sonnet-4-5,train,degraded_25,steam locomotive,False
claude-sonnet-4-5,train,degraded_50,steam locomotive,False
claude-sonnet-4-5,train,degraded_75,car,False
claude-sonnet-4-5,train,degraded_90,sneaker,False
claude-sonnet-4-5,tree,mooney,tree,True
claude-sonnet-4-5,tree,mooney_inv,tree,True
claude-sonnet-4-5,tree,degraded_25,tree,True
claude-sonnet-4-5,tree,degraded_50,tree,True
claude-sonnet-4-5,tree,degraded_75,tree,True
claude-sonnet-4-5,tree,degraded_90,tree,True
claude-sonnet-4-5,truck,mooney,delivery truck,True
claude-sonnet-4-5,truck,mooney_inv,delivery truck,True
claude-sonnet-4-5,truck,degraded_25,delivery truck,True
claude-sonnet-4-5,truck,degraded_50,delivery truck,True
claude-sonnet-4-5,truck,degraded_75,delivery truck,True
claude-sonnet-4-5,truck,degraded_90,van,False
claude-sonnet-4-5,trumpet,mooney,trumpet,True
claude-sonnet-4-5,trumpet,mooney_inv,trumpet,True
claude-sonnet-4-5,trumpet,degraded_25,trumpet,True
claude-sonnet-4-5,trumpet,degraded_50,trumpet,True
claude-sonnet-4-5,trumpet,degraded_75,trumpet,True
claude-sonnet-4-5,trumpet,degraded_90,wrench,False
claude-sonnet-4-5,turtle,mooney,turtle,True
claude-sonnet-4-5,turtle,mooney_inv,turtle,True
claude-sonnet-4-5,turtle,degraded_25,turtle,True
claude-sonnet-4-5,turtle,degraded_50,turtle,True
claude-sonnet-4-5,turtle,degraded_75,turtle,True
claude-sonnet-4-5,turtle,degraded_90,turtle,True
claude-sonnet-4-5,umbrella,mooney,umbrella,True
claude-sonnet-4-5,umbrella,mooney_inv,umbrella,True
claude-sonnet-4-5,umbrella,degraded_25,umbrella,True
claude-sonnet-4-5,umbrella,degraded_50,umbrella,True
claude-sonnet-4-5,umbrella,degraded_75,umbrella,True
claude-sonnet-4-5,umbrella,degraded_90,umbrella,True
claude-sonnet-4-5,vase,mooney,vase,True
claude-sonnet-4-5,vase,mooney_inv,vase,True
claude-sonnet-4-5,vase,degraded_25,vase,True
claude-sonnet-4-5,vase,degraded_50,vase,True
claude-sonnet-4-5,vase,degraded_75,vase,True
claude-sonnet-4-5,vase,degraded_90,vase,True
claude-sonnet-4-5,vest,mooney,vest,True
claude-sonnet-4-5,vest,mooney_inv,vest,True
claude-sonnet-4-5,vest,degraded_25,vest,True
claude-sonnet-4-5,vest,degraded_50,vest,True
claude-sonnet-4-5,vest,degraded_75,vest,True
claude-sonnet-4-5,vest,degraded_90,vest,True
claude-sonnet-4-5,violin,mooney,violin,True
claude-sonnet-4-5,violin,mooney_inv,violin,True
claude-sonnet-4-5,violin,degraded_25,violin,True
claude-sonnet-4-5,violin,degraded_50,violin,True
claude-sonnet-4-5,violin,degraded_75,violin,True
claude-sonnet-4-5,violin,degraded_90,violin,True
claude-sonnet-4-5,wagon,mooney,wagon,True
claude-sonnet-4-5,wagon,mooney_inv,wagon,True
claude-sonnet-4-5,wagon,degraded_25,wagon,True
claude-sonnet-4-5,wagon,degraded_50,wagon,True
claude-sonnet-4-5,wagon,degraded_75,tank,False
claude-sonnet-4-5,wagon,degraded_90,atv,False
claude-sonnet-4-5,watch,mooney,wristwatch,True
claude-sonnet-4-5,watch,mooney_inv,wristwatch,True
claude-sonnet-4-5,watch,degraded_25,wristwatch,True
claude-sonnet-4-5,watch,degraded_50,bracelet,False
claude-sonnet-4-5,watch,degraded_75,baseball cap,False
claude-sonnet-4-5,watch,degraded_90,soap bar,False
claude-sonnet-4-5,watering_can,mooney,watering can,True
claude-sonnet-4-5,watering_can,mooney_inv,watering can,True
claude-sonnet-4-5,watering_can,degraded_25,watering can,True
claude-sonnet-4-5,watering_can,degraded_50,oven mitt,False
claude-sonnet-4-5,watering_can,degraded_75,watering can,True
claude-sonnet-4-5,watering_can,degraded_90,teapot,False
claude-sonnet-4-5,watermelon,mooney,watermelon slice,True
claude-sonnet-4-5,watermelon,mooney_inv,smile,False
claude-sonnet-4-5,watermelon,degraded_25,necklace,False
claude-sonnet-4-5,watermelon,degraded_50,smile,False
